RM1,RM2,RT1,RT2,T,VM1,VM2,AM1,AM2
28728.9,9916.48,29666.8,10000,10.3332,2758.03,338.04,4.75102,-53.3457
28729.4,9916.55,29666.6,10000,10.3334,2758.03,338.029,4.74335,-53.2601
28730,9916.62,29666.4,10000,10.3336,2758.03,338.019,4.7357,-53.1745
28730.5,9916.69,29666.2,10000,10.3338,2758.03,338.008,4.72805,-53.089
28731.1,9916.75,29666,10000,10.334,2758.04,337.997,4.7204,-53.0036
28731.6,9916.82,29665.8,10000,10.3342,2758.04,337.987,4.71276,-52.9183
28732.2,9916.89,29665.6,10000,10.3344,2758.04,337.976,4.70513,-52.833
28732.7,9916.96,29665.4,10000,10.3346,2758.04,337.966,4.69751,-52.7478
28733.3,9917.03,29665.2,10000,10.3348,2758.04,337.955,4.68989,-52.6626
28733.8,9917.09,29665,10000,10.335,2758.04,337.945,4.68227,-52.5776
28734.4,9917.16,29664.8,10000,10.3352,2758.04,337.934,4.67467,-52.4926
28734.9,9917.23,29664.6,10000,10.3354,2758.04,337.924,4.66707,-52.4076
28735.5,9917.3,29664.4,10000,10.3356,2758.04,337.913,4.65947,-52.3228
28736,9917.36,29664.2,10000,10.3358,2758.04,337.903,4.65189,-52.238
28736.6,9917.43,29664,10000,10.336,2758.04,337.892,4.6443,-52.1532
28737.1,9917.5,29663.8,10000,10.3362,2758.05,337.882,4.63673,-52.0686
28737.7,9917.57,29663.6,10000,10.3364,2758.05,337.872,4.62916,-51.984
28738.2,9917.63,29663.4,10000,10.3366,2758.05,337.861,4.6216,-51.8995
28738.8,9917.7,29663.2,10000,10.3368,2758.05,337.851,4.61404,-51.815
28739.3,9917.77,29663,10000,10.337,2758.05,337.84,4.60649,-51.7306
28739.9,9917.84,29662.8,10000,10.3372,2758.05,337.83,4.59895,-51.6463
28740.4,9917.9,29662.6,10000,10.3374,2758.05,337.82,4.59141,-51.5621
28741,9917.97,29662.4,10000,10.3376,2758.05,337.81,4.58388,-51.4779
28741.5,9918.04,29662.2,10000,10.3378,2758.05,337.799,4.57635,-51.3938
28742.1,9918.11,29662,10000,10.338,2758.05,337.789,4.56884,-51.3098
28742.6,9918.17,29661.8,10000,10.3382,2758.05,337.779,4.56132,-51.2258
28743.2,9918.24,29661.6,10000,10.3384,2758.06,337.768,4.55382,-51.1419
28743.8,9918.31,29661.4,10000,10.3386,2758.06,337.758,4.54632,-51.0581
28744.3,9918.38,29661.2,10000,10.3388,2758.06,337.748,4.53883,-50.9743
28744.9,9918.44,29661,10000,10.339,2758.06,337.738,4.53134,-50.8906
28745.4,9918.51,29660.8,10000,10.3392,2758.06,337.728,4.52386,-50.807
28746,9918.58,29660.6,10000,10.3394,2758.06,337.718,4.51638,-50.7234
28746.5,9918.65,29660.4,10000,10.3396,2758.06,337.707,4.50891,-50.6399
28747.1,9918.71,29660.2,10000,10.3398,2758.06,337.697,4.50145,-50.5565
28747.6,9918.78,29660,10000,10.34,2758.06,337.687,4.494,-50.4732
28748.2,9918.85,29659.8,10000,10.3402,2758.06,337.677,4.48655,-50.3899
28748.7,9918.92,29659.6,10000,10.3404,2758.06,337.667,4.47911,-50.3067
28749.3,9918.98,29659.4,10000,10.3406,2758.07,337.657,4.47167,-50.2235
28749.8,9919.05,29659.2,10000,10.3408,2758.07,337.647,4.46424,-50.1404
28750.4,9919.12,29659,10000,10.341,2758.07,337.637,4.45681,-50.0574
28750.9,9919.19,29658.8,10000,10.3412,2758.07,337.627,4.4494,-49.9745
28751.5,9919.25,29658.6,10000,10.3414,2758.07,337.617,4.44198,-49.8916
28752,9919.32,29658.4,10000,10.3416,2758.07,337.607,4.43458,-49.8088
28752.6,9919.39,29658.2,10000,10.3418,2758.07,337.597,4.42718,-49.7261
28753.1,9919.46,29658,10000,10.342,2758.07,337.587,4.41979,-49.6434
28753.7,9919.52,29657.8,10000,10.3422,2758.07,337.577,4.4124,-49.5608
28754.2,9919.59,29657.6,10000,10.3424,2758.07,337.567,4.40502,-49.4783
28754.8,9919.66,29657.4,10000,10.3426,2758.07,337.558,4.39765,-49.3959
28755.3,9919.73,29657.2,10000,10.3428,2758.08,337.548,4.39028,-49.3135
28755.9,9919.79,29657,10000,10.343,2758.08,337.538,4.38292,-49.2312
28756.4,9919.86,29656.8,10000,10.3432,2758.08,337.528,4.37556,-49.1489
28757,9919.93,29656.6,10000,10.3434,2758.08,337.518,4.36822,-49.0667
28757.5,9920,29656.4,10000,10.3436,2758.08,337.508,4.36087,-48.9846
28758.1,9920.06,29656.2,10000,10.3438,2758.08,337.499,4.35354,-48.9026
28758.6,9920.13,29656,10000,10.344,2758.08,337.489,4.34621,-48.8206
28759.2,9920.2,29655.8,10000,10.3442,2758.08,337.479,4.33888,-48.7387
28759.7,9920.27,29655.6,10000,10.3444,2758.08,337.469,4.33157,-48.6568
28760.3,9920.33,29655.4,10000,10.3446,2758.08,337.46,4.32426,-48.5751
28760.9,9920.4,29655.2,10000,10.3448,2758.08,337.45,4.31695,-48.4934
28761.4,9920.47,29655,10000,10.345,2758.09,337.44,4.30965,-48.4117
28762,9920.54,29654.8,10000,10.3452,2758.09,337.431,4.30236,-48.3302
28762.5,9920.6,29654.6,10000,10.3454,2758.09,337.421,4.29507,-48.2487
28763.1,9920.67,29654.4,10000,10.3456,2758.09,337.411,4.28779,-48.1673
28763.6,9920.74,29654.2,10000,10.3458,2758.09,337.402,4.28052,-48.0859
28764.2,9920.81,29654,10000,10.346,2758.09,337.392,4.27325,-48.0046
28764.7,9920.87,29653.8,10000,10.3462,2758.09,337.383,4.26599,-47.9234
28765.3,9920.94,29653.6,10000,10.3464,2758.09,337.373,4.25874,-47.8422
28765.8,9921.01,29653.4,10000,10.3466,2758.09,337.363,4.25149,-47.7612
28766.4,9921.08,29653.2,10000,10.3468,2758.09,337.354,4.24425,-47.6801
28766.9,9921.14,29653,10000,10.347,2758.09,337.344,4.23701,-47.5992
28767.5,9921.21,29652.8,10000,10.3472,2758.09,337.335,4.22978,-47.5183
28768,9921.28,29652.6,10000,10.3474,2758.1,337.325,4.22256,-47.4375
28768.6,9921.35,29652.4,10000,10.3476,2758.1,337.316,4.21534,-47.3568
28769.1,9921.41,29652.2,10000,10.3478,2758.1,337.306,4.20813,-47.2761
28769.7,9921.48,29652,10000,10.348,2758.1,337.297,4.20093,-47.1955
28770.2,9921.55,29651.8,10000,10.3482,2758.1,337.288,4.19373,-47.115
28770.8,9921.62,29651.6,10000,10.3484,2758.1,337.278,4.18654,-47.0345
28771.3,9921.68,29651.4,10000,10.3486,2758.1,337.269,4.17935,-46.9541
28771.9,9921.75,29651.2,10000,10.3488,2758.1,337.259,4.17218,-46.8738
28772.4,9921.82,29651,10000,10.349,2758.1,337.25,4.165,-46.7935
28773,9921.89,29650.8,10000,10.3492,2758.1,337.241,4.15784,-46.7133
28773.5,9921.95,29650.6,10000,10.3494,2758.1,337.231,4.15068,-46.6332
28774.1,9922.02,29650.4,10000,10.3496,2758.1,337.222,4.14352,-46.5532
28774.6,9922.09,29650.2,10000,10.3498,2758.11,337.213,4.13637,-46.4732
28775.2,9922.16,29650,10000,10.35,2758.11,337.203,4.12923,-46.3933
28775.7,9922.22,29649.8,10000,10.3502,2758.11,337.194,4.1221,-46.3134
28776.3,9922.29,29649.6,10000,10.3504,2758.11,337.185,4.11497,-46.2337
28776.8,9922.36,29649.4,10000,10.3506,2758.11,337.176,4.10784,-46.154
28777.4,9922.43,29649.2,10000,10.3508,2758.11,337.167,4.10073,-46.0743
28778,9922.49,29649,10000,10.351,2758.11,337.157,4.09362,-45.9947
28778.5,9922.56,29648.8,10000,10.3512,2758.11,337.148,4.08651,-45.9152
28779.1,9922.63,29648.6,10000,10.3514,2758.11,337.139,4.07942,-45.8358
28779.6,9922.7,29648.4,10000,10.3516,2758.11,337.13,4.07233,-45.7565
28780.2,9922.76,29648.2,10000,10.3518,2758.11,337.121,4.06524,-45.6772
28780.7,9922.83,29648,10000,10.352,2758.11,337.112,4.05816,-45.5979
28781.3,9922.9,29647.8,10000,10.3522,2758.12,337.102,4.05109,-45.5188
28781.8,9922.97,29647.6,10000,10.3524,2758.12,337.093,4.04402,-45.4397
28782.4,9923.03,29647.4,10000,10.3526,2758.12,337.084,4.03696,-45.3607
28782.9,9923.1,29647.2,10000,10.3528,2758.12,337.075,4.02991,-45.2817
28783.5,9923.17,29647,10000,10.353,2758.12,337.066,4.02286,-45.2028
28784,9923.23,29646.8,10000,10.3532,2758.12,337.057,4.01582,-45.124
28784.6,9923.3,29646.6,10000,10.3534,2758.12,337.048,4.00878,-45.0453
28785.1,9923.37,29646.4,10000,10.3536,2758.12,337.039,4.00176,-44.9666
28785.7,9923.44,29646.2,10000,10.3538,2758.12,337.03,3.99473,-44.888
28786.2,9923.5,29646,10000,10.354,2758.12,337.021,3.98772,-44.8095
28786.8,9923.57,29645.8,10000,10.3542,2758.12,337.012,3.98071,-44.731
28787.3,9923.64,29645.6,10000,10.3544,2758.12,337.003,3.9737,-44.6526
28787.9,9923.71,29645.4,10000,10.3546,2758.12,336.994,3.96671,-44.5743
28788.4,9923.77,29645.2,10000,10.3548,2758.13,336.986,3.95971,-44.496
28789,9923.84,29645,10000,10.355,2758.13,336.977,3.95273,-44.4178
28789.5,9923.91,29644.8,10000,10.3552,2758.13,336.968,3.94575,-44.3397
28790.1,9923.98,29644.6,10000,10.3554,2758.13,336.959,3.93878,-44.2616
28790.6,9924.04,29644.4,10000,10.3556,2758.13,336.95,3.93181,-44.1836
28791.2,9924.11,29644.2,10000,10.3558,2758.13,336.941,3.92485,-44.1057
28791.7,9924.18,29644,10000,10.356,2758.13,336.932,3.9179,-44.0279
28792.3,9924.25,29643.8,10000,10.3562,2758.13,336.924,3.91095,-43.9501
28792.8,9924.31,29643.6,10000,10.3564,2758.13,336.915,3.90401,-43.8724
28793.4,9924.38,29643.4,10000,10.3566,2758.13,336.906,3.89707,-43.7947
28793.9,9924.45,29643.2,10000,10.3568,2758.13,336.897,3.89015,-43.7171
28794.5,9924.52,29643,10000,10.357,2758.13,336.889,3.88322,-43.6396
28795.1,9924.58,29642.8,10000,10.3572,2758.13,336.88,3.87631,-43.5622
28795.6,9924.65,29642.6,10000,10.3574,2758.14,336.871,3.8694,-43.4848
28796.2,9924.72,29642.4,10000,10.3576,2758.14,336.863,3.86249,-43.4075
28796.7,9924.78,29642.2,10000,10.3578,2758.14,336.854,3.8556,-43.3303
28797.3,9924.85,29642,10000,10.358,2758.14,336.845,3.84871,-43.2531
28797.8,9924.92,29641.8,10000,10.3582,2758.14,336.837,3.84182,-43.176
28798.4,9924.99,29641.6,10000,10.3584,2758.14,336.828,3.83494,-43.099
28798.9,9925.05,29641.4,10000,10.3586,2758.14,336.819,3.82807,-43.0221
28799.5,9925.12,29641.2,10000,10.3588,2758.14,336.811,3.8212,-42.9452
28800,9925.19,29641,10000,10.359,2758.14,336.802,3.81434,-42.8684
28800.6,9925.26,29640.8,10000,10.3592,2758.14,336.794,3.80749,-42.7916
28801.1,9925.32,29640.6,10000,10.3594,2758.14,336.785,3.80064,-42.7149
28801.7,9925.39,29640.4,10000,10.3596,2758.14,336.777,3.7938,-42.6383
28802.2,9925.46,29640.2,10000,10.3598,2758.14,336.768,3.78697,-42.5618
28802.8,9925.53,29640,10000,10.36,2758.15,336.76,3.78014,-42.4853
28803.3,9925.59,29639.8,10000,10.3602,2758.15,336.751,3.77332,-42.4089
28803.9,9925.66,29639.6,10000,10.3604,2758.15,336.743,3.7665,-42.3325
28804.4,9925.73,29639.4,10000,10.3606,2758.15,336.734,3.75969,-42.2563
28805,9925.8,29639.2,10000,10.3608,2758.15,336.726,3.75289,-42.1801
28805.5,9925.86,29639,10000,10.361,2758.15,336.717,3.74609,-42.1039
28806.1,9925.93,29638.8,10000,10.3612,2758.15,336.709,3.7393,-42.0279
28806.6,9926,29638.6,10000,10.3614,2758.15,336.701,3.73251,-41.9519
28807.2,9926.06,29638.4,10000,10.3616,2758.15,336.692,3.72573,-41.876
28807.7,9926.13,29638.2,10000,10.3618,2758.15,336.684,3.71896,-41.8001
28808.3,9926.2,29638,10000,10.362,2758.15,336.676,3.7122,-41.7243
28808.8,9926.27,29637.8,10000,10.3622,2758.15,336.667,3.70544,-41.6486
28809.4,9926.33,29637.6,10000,10.3624,2758.15,336.659,3.69868,-41.573
28809.9,9926.4,29637.4,10000,10.3626,2758.16,336.651,3.69193,-41.4974
28810.5,9926.47,29637.2,10000,10.3628,2758.16,336.642,3.68519,-41.4219
28811,9926.54,29637,10000,10.363,2758.16,336.634,3.67846,-41.3464
28811.6,9926.6,29636.8,10000,10.3632,2758.16,336.626,3.67173,-41.271
28812.2,9926.67,29636.6,10000,10.3634,2758.16,336.618,3.66501,-41.1957
28812.7,9926.74,29636.4,10000,10.3636,2758.16,336.609,3.65829,-41.1205
28813.3,9926.81,29636.2,10000,10.3638,2758.16,336.601,3.65158,-41.0453
28813.8,9926.87,29636,10000,10.364,2758.16,336.593,3.64488,-40.9702
28814.4,9926.94,29635.8,10000,10.3642,2758.16,336.585,3.63818,-40.8952
28814.9,9927.01,29635.6,10000,10.3644,2758.16,336.577,3.63149,-40.8202
28815.5,9927.07,29635.4,10000,10.3646,2758.16,336.568,3.6248,-40.7453
28816,9927.14,29635.2,10000,10.3648,2758.16,336.56,3.61813,-40.6705
28816.6,9927.21,29635,10000,10.365,2758.16,336.552,3.61145,-40.5958
28817.1,9927.28,29634.8,10000,10.3652,2758.16,336.544,3.60479,-40.5211
28817.7,9927.34,29634.6,10000,10.3654,2758.17,336.536,3.59813,-40.4465
28818.2,9927.41,29634.4,10000,10.3656,2758.17,336.528,3.59147,-40.3719
28818.8,9927.48,29634.2,10000,10.3658,2758.17,336.52,3.58482,-40.2974
28819.3,9927.55,29634,10000,10.366,2758.17,336.512,3.57818,-40.223
28819.9,9927.61,29633.8,10000,10.3662,2758.17,336.504,3.57155,-40.1487
28820.4,9927.68,29633.6,10000,10.3664,2758.17,336.496,3.56492,-40.0744
28821,9927.75,29633.4,10000,10.3666,2758.17,336.488,3.5583,-40.0002
28821.5,9927.81,29633.2,10000,10.3668,2758.17,336.48,3.55168,-39.926
28822.1,9927.88,29633,10000,10.367,2758.17,336.472,3.54507,-39.852
28822.6,9927.95,29632.8,10000,10.3672,2758.17,336.464,3.53847,-39.778
28823.2,9928.02,29632.6,10000,10.3674,2758.17,336.456,3.53187,-39.704
28823.7,9928.08,29632.4,10000,10.3676,2758.17,336.448,3.52528,-39.6302
28824.3,9928.15,29632.2,10000,10.3678,2758.17,336.44,3.51869,-39.5564
28824.8,9928.22,29632,10000,10.368,2758.17,336.432,3.51211,-39.4827
28825.4,9928.29,29631.8,10000,10.3682,2758.18,336.424,3.50554,-39.409
28825.9,9928.35,29631.6,10000,10.3684,2758.18,336.416,3.49897,-39.3354
28826.5,9928.42,29631.4,10000,10.3686,2758.18,336.409,3.49241,-39.2619
28827,9928.49,29631.2,10000,10.3688,2758.18,336.401,3.48586,-39.1885
28827.6,9928.55,29631,10000,10.369,2758.18,336.393,3.47931,-39.1151
28828.1,9928.62,29630.8,10000,10.3692,2758.18,336.385,3.47277,-39.0418
28828.7,9928.69,29630.6,10000,10.3694,2758.18,336.377,3.46623,-38.9685
28829.3,9928.76,29630.4,10000,10.3696,2758.18,336.369,3.45971,-38.8953
28829.8,9928.82,29630.2,10000,10.3698,2758.18,336.362,3.45318,-38.8222
28830.4,9928.89,29630,10000,10.37,2758.18,336.354,3.44667,-38.7492
28830.9,9928.96,29629.8,10000,10.3702,2758.18,336.346,3.44016,-38.6762
28831.5,9929.03,29629.6,10000,10.3704,2758.18,336.339,3.43365,-38.6033
28832,9929.09,29629.4,10000,10.3706,2758.18,336.331,3.42715,-38.5305
28832.6,9929.16,29629.2,10000,10.3708,2758.18,336.323,3.42066,-38.4577
28833.1,9929.23,29629,10000,10.371,2758.19,336.315,3.41418,-38.385
28833.7,9929.29,29628.8,10000,10.3712,2758.19,336.308,3.4077,-38.3124
28834.2,9929.36,29628.6,10000,10.3714,2758.19,336.3,3.40122,-38.2399
28834.8,9929.43,29628.4,10000,10.3716,2758.19,336.293,3.39476,-38.1674
28835.3,9929.5,29628.2,10000,10.3718,2758.19,336.285,3.3883,-38.095
28835.9,9929.56,29628,10000,10.372,2758.19,336.277,3.38184,-38.0226
28836.4,9929.63,29627.8,10000,10.3722,2758.19,336.27,3.37539,-37.9503
28837,9929.7,29627.6,10000,10.3724,2758.19,336.262,3.36895,-37.8781
28837.5,9929.77,29627.4,10000,10.3726,2758.19,336.255,3.36252,-37.806
28838.1,9929.83,29627.2,10000,10.3728,2758.19,336.247,3.35609,-37.7339
28838.6,9929.9,29627,10000,10.373,2758.19,336.239,3.34966,-37.6619
28839.2,9929.97,29626.8,10000,10.3732,2758.19,336.232,3.34325,-37.59
28839.7,9930.03,29626.6,10000,10.3734,2758.19,336.224,3.33684,-37.5181
28840.3,9930.1,29626.4,10000,10.3736,2758.19,336.217,3.33043,-37.4463
28840.8,9930.17,29626.2,10000,10.3738,2758.19,336.209,3.32403,-37.3746
28841.4,9930.24,29626,10000,10.374,2758.2,336.202,3.31764,-37.3029
28841.9,9930.3,29625.8,10000,10.3742,2758.2,336.195,3.31125,-37.2313
28842.5,9930.37,29625.6,10000,10.3744,2758.2,336.187,3.30487,-37.1598
28843,9930.44,29625.4,10000,10.3746,2758.2,336.18,3.2985,-37.0883
28843.6,9930.51,29625.2,10000,10.3748,2758.2,336.172,3.29213,-37.0169
28844.1,9930.57,29625,10000,10.375,2758.2,336.165,3.28577,-36.9456
28844.7,9930.64,29624.8,10000,10.3752,2758.2,336.158,3.27942,-36.8744
28845.2,9930.71,29624.6,10000,10.3754,2758.2,336.15,3.27307,-36.8032
28845.8,9930.77,29624.4,10000,10.3756,2758.2,336.143,3.26673,-36.7321
28846.4,9930.84,29624.2,10000,10.3758,2758.2,336.136,3.26039,-36.661
28846.9,9930.91,29624,10000,10.376,2758.2,336.128,3.25406,-36.5901
28847.5,9930.98,29623.8,10000,10.3762,2758.2,336.121,3.24774,-36.5192
28848,9931.04,29623.6,10000,10.3764,2758.2,336.114,3.24142,-36.4483
28848.6,9931.11,29623.4,10000,10.3766,2758.2,336.106,3.23511,-36.3776
28849.1,9931.18,29623.2,10000,10.3768,2758.2,336.099,3.2288,-36.3069
28849.7,9931.24,29623,10000,10.377,2758.21,336.092,3.2225,-36.2362
28850.2,9931.31,29622.8,10000,10.3772,2758.21,336.085,3.21621,-36.1657
28850.8,9931.38,29622.6,10000,10.3774,2758.21,336.077,3.20993,-36.0952
28851.3,9931.45,29622.4,10000,10.3776,2758.21,336.07,3.20365,-36.0247
28851.9,9931.51,29622.2,10000,10.3778,2758.21,336.063,3.19737,-35.9544
28852.4,9931.58,29622,10000,10.378,2758.21,336.056,3.1911,-35.8841
28853,9931.65,29621.8,10000,10.3782,2758.21,336.049,3.18484,-35.8139
28853.5,9931.72,29621.6,10000,10.3784,2758.21,336.041,3.17859,-35.7437
28854.1,9931.78,29621.4,10000,10.3786,2758.21,336.034,3.17234,-35.6737
28854.6,9931.85,29621.2,10000,10.3788,2758.21,336.027,3.1661,-35.6036
28855.2,9931.92,29621,10000,10.379,2758.21,336.02,3.15986,-35.5337
28855.7,9931.98,29620.8,10000,10.3792,2758.21,336.013,3.15363,-35.4638
28856.3,9932.05,29620.6,10000,10.3794,2758.21,336.006,3.1474,-35.394
28856.8,9932.12,29620.4,10000,10.3796,2758.21,335.999,3.14119,-35.3243
28857.4,9932.19,29620.2,10000,10.3798,2758.21,335.992,3.13497,-35.2546
28857.9,9932.25,29620,10000,10.38,2758.21,335.985,3.12877,-35.185
28858.5,9932.32,29619.8,10000,10.3802,2758.22,335.978,3.12257,-35.1155
28859,9932.39,29619.6,10000,10.3804,2758.22,335.971,3.11638,-35.046
28859.6,9932.45,29619.4,10000,10.3806,2758.22,335.964,3.11019,-34.9766
28860.1,9932.52,29619.2,10000,10.3808,2758.22,335.957,3.10401,-34.9073
28860.7,9932.59,29619,10000,10.381,2758.22,335.95,3.09783,-34.8381
28861.2,9932.66,29618.8,10000,10.3812,2758.22,335.943,3.09167,-34.7689
28861.8,9932.72,29618.6,10000,10.3814,2758.22,335.936,3.0855,-34.6997
28862.4,9932.79,29618.4,10000,10.3816,2758.22,335.929,3.07935,-34.6307
28862.9,9932.86,29618.2,10000,10.3818,2758.22,335.922,3.0732,-34.5617
28863.5,9932.92,29618,10000,10.382,2758.22,335.915,3.06705,-34.4928
28864,9932.99,29617.8,10000,10.3822,2758.22,335.908,3.06092,-34.424
28864.6,9933.06,29617.6,10000,10.3824,2758.22,335.901,3.05479,-34.3552
28865.1,9933.13,29617.4,10000,10.3826,2758.22,335.895,3.04866,-34.2865
28865.7,9933.19,29617.2,10000,10.3828,2758.22,335.888,3.04254,-34.2178
28866.2,9933.26,29617,10000,10.383,2758.22,335.881,3.03643,-34.1493
28866.8,9933.33,29616.8,10000,10.3832,2758.22,335.874,3.03032,-34.0808
28867.3,9933.4,29616.6,10000,10.3834,2758.23,335.867,3.02422,-34.0124
28867.9,9933.46,29616.4,10000,10.3836,2758.23,335.861,3.01813,-33.944
28868.4,9933.53,29616.2,10000,10.3838,2758.23,335.854,3.01204,-33.8757
28869,9933.6,29616,10000,10.384,2758.23,335.847,3.00596,-33.8075
28869.5,9933.66,29615.8,10000,10.3842,2758.23,335.84,2.99989,-33.7393
28870.1,9933.73,29615.6,10000,10.3844,2758.23,335.833,2.99382,-33.6712
28870.6,9933.8,29615.4,10000,10.3846,2758.23,335.827,2.98775,-33.6032
28871.2,9933.87,29615.2,10000,10.3848,2758.23,335.82,2.9817,-33.5353
28871.7,9933.93,29615,10000,10.385,2758.23,335.813,2.97565,-33.4674
28872.3,9934,29614.8,10000,10.3852,2758.23,335.807,2.9696,-33.3996
28872.8,9934.07,29614.6,10000,10.3854,2758.23,335.8,2.96356,-33.3318
28873.4,9934.13,29614.4,10000,10.3856,2758.23,335.793,2.95753,-33.2642
28873.9,9934.2,29614.2,10000,10.3858,2758.23,335.787,2.95151,-33.1966
28874.5,9934.27,29614,10000,10.386,2758.23,335.78,2.94549,-33.129
28875,9934.34,29613.8,10000,10.3862,2758.23,335.773,2.93948,-33.0616
28875.6,9934.4,29613.6,10000,10.3864,2758.23,335.767,2.93347,-32.9942
28876.1,9934.47,29613.4,10000,10.3866,2758.23,335.76,2.92747,-32.9268
28876.7,9934.54,29613.2,10000,10.3868,2758.24,335.754,2.92147,-32.8596
28877.2,9934.6,29613,10000,10.387,2758.24,335.747,2.91548,-32.7924
28877.8,9934.67,29612.8,10000,10.3872,2758.24,335.741,2.9095,-32.7252
28878.3,9934.74,29612.6,10000,10.3874,2758.24,335.734,2.90353,-32.6582
28878.9,9934.81,29612.4,10000,10.3876,2758.24,335.728,2.89756,-32.5912
28879.5,9934.87,29612.2,10000,10.3878,2758.24,335.721,2.89159,-32.5243
28880,9934.94,29612,10000,10.388,2758.24,335.715,2.88564,-32.4574
28880.6,9935.01,29611.8,10000,10.3882,2758.24,335.708,2.87968,-32.3907
28881.1,9935.07,29611.6,10000,10.3884,2758.24,335.702,2.87374,-32.3239
28881.7,9935.14,29611.4,10000,10.3886,2758.24,335.695,2.8678,-32.2573
28882.2,9935.21,29611.2,10000,10.3888,2758.24,335.689,2.86187,-32.1907
28882.8,9935.28,29611,10000,10.389,2758.24,335.682,2.85594,-32.1242
28883.3,9935.34,29610.8,10000,10.3892,2758.24,335.676,2.85002,-32.0578
28883.9,9935.41,29610.6,10000,10.3894,2758.24,335.67,2.84411,-31.9914
28884.4,9935.48,29610.4,10000,10.3896,2758.24,335.663,2.8382,-31.9251
28885,9935.54,29610.2,10000,10.3898,2758.24,335.657,2.8323,-31.8589
28885.5,9935.61,29610,10000,10.39,2758.24,335.65,2.8264,-31.7927
28886.1,9935.68,29609.8,10000,10.3902,2758.24,335.644,2.82051,-31.7266
28886.6,9935.75,29609.6,10000,10.3904,2758.25,335.638,2.81463,-31.6606
28887.2,9935.81,29609.4,10000,10.3906,2758.25,335.631,2.80875,-31.5947
28887.7,9935.88,29609.2,10000,10.3908,2758.25,335.625,2.80288,-31.5288
28888.3,9935.95,29609,10000,10.391,2758.25,335.619,2.79702,-31.463
28888.8,9936.01,29608.8,10000,10.3912,2758.25,335.613,2.79116,-31.3972
28889.4,9936.08,29608.6,10000,10.3914,2758.25,335.606,2.78531,-31.3315
28889.9,9936.15,29608.4,10000,10.3916,2758.25,335.6,2.77946,-31.2659
28890.5,9936.22,29608.2,10000,10.3918,2758.25,335.594,2.77362,-31.2004
28891,9936.28,29608,10000,10.392,2758.25,335.588,2.76779,-31.1349
28891.6,9936.35,29607.8,10000,10.3922,2758.25,335.581,2.76196,-31.0695
28892.1,9936.42,29607.6,10000,10.3924,2758.25,335.575,2.75614,-31.0042
28892.7,9936.48,29607.4,10000,10.3926,2758.25,335.569,2.75033,-30.9389
28893.2,9936.55,29607.2,10000,10.3928,2758.25,335.563,2.74452,-30.8737
28893.8,9936.62,29607,10000,10.393,2758.25,335.557,2.73872,-30.8086
28894.3,9936.69,29606.8,10000,10.3932,2758.25,335.55,2.73292,-30.7435
28894.9,9936.75,29606.6,10000,10.3934,2758.25,335.544,2.72713,-30.6785
28895.4,9936.82,29606.4,10000,10.3936,2758.25,335.538,2.72135,-30.6136
28896,9936.89,29606.2,10000,10.3938,2758.25,335.532,2.71557,-30.5487
28896.6,9936.95,29606,10000,10.394,2758.26,335.526,2.7098,-30.484
28897.1,9937.02,29605.8,10000,10.3942,2758.26,335.52,2.70403,-30.4192
28897.7,9937.09,29605.6,10000,10.3944,2758.26,335.514,2.69827,-30.3546
28898.2,9937.15,29605.4,10000,10.3946,2758.26,335.508,2.69252,-30.29
28898.8,9937.22,29605.2,10000,10.3948,2758.26,335.502,2.68677,-30.2255
28899.3,9937.29,29605,10000,10.395,2758.26,335.496,2.68103,-30.1611
28899.9,9937.36,29604.8,10000,10.3952,2758.26,335.49,2.6753,-30.0967
28900.4,9937.42,29604.6,10000,10.3954,2758.26,335.484,2.66957,-30.0324
28901,9937.49,29604.4,10000,10.3956,2758.26,335.478,2.66385,-29.9682
28901.5,9937.56,29604.2,10000,10.3958,2758.26,335.472,2.65813,-29.904
28902.1,9937.62,29604,10000,10.396,2758.26,335.466,2.65242,-29.8399
28902.6,9937.69,29603.8,10000,10.3962,2758.26,335.46,2.64672,-29.7759
28903.2,9937.76,29603.6,10000,10.3964,2758.26,335.454,2.64102,-29.7119
28903.7,9937.83,29603.4,10000,10.3966,2758.26,335.448,2.63533,-29.648
28904.3,9937.89,29603.2,10000,10.3968,2758.26,335.442,2.62965,-29.5842
28904.8,9937.96,29603,10000,10.397,2758.26,335.436,2.62397,-29.5204
28905.4,9938.03,29602.8,10000,10.3972,2758.26,335.43,2.6183,-29.4567
28905.9,9938.09,29602.6,10000,10.3974,2758.26,335.424,2.61263,-29.3931
28906.5,9938.16,29602.4,10000,10.3976,2758.26,335.418,2.60697,-29.3296
28907,9938.23,29602.2,10000,10.3978,2758.27,335.413,2.60132,-29.2661
28907.6,9938.3,29602,10000,10.398,2758.27,335.407,2.59567,-29.2027
28908.1,9938.36,29601.8,10000,10.3982,2758.27,335.401,2.59003,-29.1393
28908.7,9938.43,29601.6,10000,10.3984,2758.27,335.395,2.58439,-29.0761
28909.2,9938.5,29601.4,10000,10.3986,2758.27,335.389,2.57876,-29.0129
28909.8,9938.56,29601.2,10000,10.3988,2758.27,335.384,2.57314,-28.9497
28910.3,9938.63,29601,10000,10.399,2758.27,335.378,2.56752,-28.8867
28910.9,9938.7,29600.8,10000,10.3992,2758.27,335.372,2.56191,-28.8237
28911.4,9938.76,29600.6,10000,10.3994,2758.27,335.366,2.55631,-28.7607
